W_SUBPART_LEVEL_INFORMATION.FACILITY_ID,W_SUBPART_LEVEL_INFORMATION.REPORTING_YEAR,W_SUBPART_LEVEL_INFORMATION.FACILITY_NAME,W_SUBPART_LEVEL_INFORMATION.GHG_NAME,W_SUBPART_LEVEL_INFORMATION.GHG_QUANTITY
1002986,2014,NORTHWESTERN ENERGY  SD LDC,METHANE,264.81
1007006,2014,TRANSCO STATION 100,NITROUS OXIDE,0
1002833,2014,SOUTHERN STAR -HUGOTON COMPRESSOR STATION,METHANE,1175.53
1002833,2014,SOUTHERN STAR -HUGOTON COMPRESSOR STATION,CARBON DIOXIDE,34.1
1002847,2014,NGPL STATION 342 JOHNSON'S BAYOU  LA,NITROUS OXIDE,0
1007048,2014,TRANSCO STATION 54,METHANE,136.03
1007016,2014,TRANSCO STATION 70,METHANE,96.37
1007016,2014,TRANSCO STATION 70,NITROUS OXIDE,0
1002738,2014,NORTHERN NATURAL GAS CO-OGDEN COMPRESSOR,METHANE,237.08
1002738,2014,NORTHERN NATURAL GAS CO-OGDEN COMPRESSOR,NITROUS OXIDE,0
1002806,2014,REDFIELD UGS AND COMPRESSOR STATION,CARBON DIOXIDE,39.5
1002812,2014,PSE&G,NITROUS OXIDE,.006
1002743,2014,NGPL STATION 104 GREAT BEND  KS,NITROUS OXIDE,0
1005722,2014,GRIMES COUNTY CMP STN,NITROUS OXIDE,0
1003149,2014,FLORIDA GAS TRANSMISSION COMPANY - VIDOR,NITROUS OXIDE,0
1003191,2014,FLORIDA GAS TRANSMISSION COMPANY - WIGGINS,METHANE,477.02
1003191,2014,FLORIDA GAS TRANSMISSION COMPANY - WIGGINS,CARBON DIOXIDE,14
1003062,2014,PANHANDLE EASTERN PIPE LINE CO - CENTRALIA,METHANE,178
1003062,2014,PANHANDLE EASTERN PIPE LINE CO - CENTRALIA,CARBON DIOXIDE,5.2
1003155,2014,METROPOLITAN UTILITIES DISTRICT OF OMAHA,NITROUS OXIDE,0
1003155,2014,METROPOLITAN UTILITIES DISTRICT OF OMAHA,CARBON DIOXIDE,72
1003317,2014,WEATHERFORD PLANT,CARBON DIOXIDE,15.9
1006940,2014,SATANTA GAS PLANT.,NITROUS OXIDE,.001
1002424,2014,MIDAMERICAN ENERGY LOCAL GAS DISTRIBUTION COMPANY,NITROUS OXIDE,0
1002544,2014,LACLEDE GAS COMPANY,NITROUS OXIDE,0
1006781,2014,MARIETTA,CARBON DIOXIDE,4.6
1007451,2014,NORTHWEST PIPELINE GP - LAVA HOT SPRINGS C/S,CARBON DIOXIDE,.9
1002590,2014,ST. FRANCISVILLE,CARBON DIOXIDE,.5
1008043,2014,TRANSCO STATION 130,METHANE,677.12
1002630,2014,WILLARD CO2 SEPARATION PLANT,METHANE,183.27
1002454,2014,SALT CREEK FIELD GAS PLANT,CARBON DIOXIDE,115234.8
1007005,2014,TRANSCO STATION 90,CARBON DIOXIDE,12.8
1003109,2014,PANHANDLE EASTERN PIPE LINE CO - OLPE,METHANE,338.11
1003118,2014,TRUNKLINE GAS CO - DYERSBURG,METHANE,368.37
1003126,2014,TRUNKLINE GAS CO - TUSCOLA,METHANE,243.1
1000204,2014,HARRISON STATION - DOMINION TRANSMISSION  INC,METHANE,383.38
1003512,2014,GREENLICK STATION - DOMINION TRANSMISSION  INC,METHANE,275.79
1003545,2014,HORN MOUNTAIN MMS PLATFORM ID 02481  COMPLEX ID 876-1,CARBON DIOXIDE,2349.7
1003557,2014,TEXAS GAS TRANSMISSION - GREENVILLE STATION,NITROUS OXIDE,0
1003559,2014,NAKIKA  MMS PLATFORM ID 02481  COMPLEX ID 1001-1,NITROUS OXIDE,.237
1003776,2014,TEXAS GAS TRANSMISSION - KENTON STATION,NITROUS OXIDE,0
1003735,2014,EMPIRE ABO GAS PLANT,CARBON DIOXIDE,17064.7
1003078,2014,HOBART 277 CRYOGENIC PLANT,CARBON DIOXIDE,0
1003267,2014,HOOVER DIANA PLATFORM (AC25-HA),NITROUS OXIDE,0
1006928,2014,RUSSELL CMP STN,METHANE,768.46
1006928,2014,RUSSELL CMP STN,NITROUS OXIDE,0
1006931,2014,STATION #2 - FLAGSTAFF CMP STN,CARBON DIOXIDE,.8
1003131,2014,STATION #1 - KINGMAN CMP STN,CARBON DIOXIDE,3
1003092,2014,PINE PRAIRIE ENERGY CENTER,METHANE,468.98
1005882,2014,LA PLATA \A\ CMP STN,NITROUS OXIDE,0
1006729,2014,CREEDENCE CMP STN,CARBON DIOXIDE,.9
1005650,2014,CHATHAM CMP STN,METHANE,133.94
1003254,2014,WATTENBERG GAS PLANT,NITROUS OXIDE,.011
1003254,2014,WATTENBERG GAS PLANT,CARBON DIOXIDE,5489.1
1005770,2014,AUX SABLE LIQUID PRODUCTS INC,NITROUS OXIDE,.029
1003436,2014,WESTDALE COMPRESSOR STATION,NITROUS OXIDE,0
1004686,2014,ARAPAHO,METHANE,298.91
1004195,2014,CENTERPOINT ENERGY ARKLA (OKLAHOMA),METHANE,747.19
1004031,2014,COLUMBIA GAS CEREDO COMPRESSOR STATION,NITROUS OXIDE,0
1004404,2014,ARKOMA,CARBON DIOXIDE,5.7
1004358,2014,COLUMBIA GULF TRANSMISSION CO. CLEMENTSVILLE CS,NITROUS OXIDE,0
1004359,2014,COLUMBIA GULF TRANSMISSION  CORINTH COMPRESSOR STATION,METHANE,57.38
1004589,2014,TARGA EAST ROCKPILE GAS PROCESSING PLANT,METHANE,9.84
1005881,2014,HUGOTON 1 CMP STN,METHANE,0
1004269,2014,SPEARMAN GAS PROCESSING PLANT,METHANE,33.78
1007377,2014,CRESCENT GAS PLANT,NITROUS OXIDE,.001
1004115,2014,CON EDISON - NATURAL GAS DELIVERY SYSTEM,METHANE,10336.88
1004115,2014,CON EDISON - NATURAL GAS DELIVERY SYSTEM,CARBON DIOXIDE,993.4
1004088,2014,TARGA MIDSTREAM SERVICES LLC - YSCLOSKEY GAS PROCESSING PLANT,CARBON DIOXIDE,0
1004294,2014,GREY RANCH TREATING PLANT,NITROUS OXIDE,0
1004394,2014,GB 783 MAGNOLIA,CARBON DIOXIDE,1138.7
1004639,2014,GEORGE GRAY PLANT,METHANE,160.311
1006431,2014,TPIC BASIN 940,NITROUS OXIDE,.086
1006431,2014,TPIC BASIN 940,CARBON DIOXIDE,4945.9
1006461,2014,BONANZA CREEK ENERGY - MCKAMIE PLANT,METHANE,213.97
1009327,2014,MERIT ENERGY CO LLC 420 FORT WORTH SYNCLINE,CARBON DIOXIDE,572
1008416,2014,MAYFIELD PLANT,NITROUS OXIDE,.05
1009193,2014,WHITING OIL AND GAS CORPORATION 595 PICEANCE BASIN,CARBON DIOXIDE,87.2
1008141,2014,OXY PERMIAN BASIN - 430,NITROUS OXIDE,.063
1007133,2014,TRANSCO STATION 520,CARBON DIOXIDE,9
1007399,2014,WASKOM GAS PROCESSING PLANT,CARBON DIOXIDE,147.4
1003922,2014,VERMONT GAS SYSTEMS  INC.,METHANE,0
1009204,2014,TGP STATION 224 CLYMER,NITROUS OXIDE,0
1008229,2014,YPC 430 PERMIAN BASIN,CARBON DIOXIDE,57038.2
1005431,2014,KRIPPLE KREEK GAS PLANT,METHANE,341.55
1005887,2014,ALLIANCE COMPRESSOR STATION,CARBON DIOXIDE,108498.1
1005771,2014,CLARKE-MOBILE COUNTIES GAS DISTRICT,NITROUS OXIDE,0
1008370,2014,SNG STATION 5230 YORK  AL,CARBON DIOXIDE,29.9
1009358,2014,BILL BARRETT CORPORATION - POWDER RIVER BASIN (515),METHANE,2.82
1009358,2014,BILL BARRETT CORPORATION - POWDER RIVER BASIN (515),NITROUS OXIDE,0
1008481,2014,TALISMAN ENERGY USA APPALACHIAN BASIN (EASTERN OVERTHRUST AREA) - 160A,NITROUS OXIDE,.374
1008481,2014,TALISMAN ENERGY USA APPALACHIAN BASIN (EASTERN OVERTHRUST AREA) - 160A,CARBON DIOXIDE,95728.3
1008429,2014,KMTP STATION 555 GOODRICH  TX,CARBON DIOXIDE,25.2
1004846,2014,VECTOR PIPELINE LP SPRINGVILLE,CARBON DIOXIDE,3.2
1005569,2014,UGI CENTRAL PENN GAS  INC.,METHANE,1846.49
1005569,2014,UGI CENTRAL PENN GAS  INC.,NITROUS OXIDE,0
1004624,2014,HOBART RANCH GAS PLANT,NITROUS OXIDE,0
1006396,2014,EQUITABLE GAS COMPANY (PA) DBA PEOPLES,CARBON DIOXIDE,82.6
1008165,2014,BERRY PETROLEUM COMPANY - PICEANCE BASIN 585,NITROUS OXIDE,0
1008165,2014,BERRY PETROLEUM COMPANY - PICEANCE BASIN 585,CARBON DIOXIDE,0
1008167,2014,BERRY PETROLEUM COMPANY - UINTA BASIN 575,METHANE,0
1008169,2014,UINTA BASIN WEXPRO COMPANY,METHANE,645.71
1007714,2014,CHAPEL HILL GAS PLANT,NITROUS OXIDE,0
1008545,2014,CIMAREX ENERGY CO. 350 SOUTH OKLAHOMA,NITROUS OXIDE,.018
1008703,2014,KEY PRODUCTION CO. 360 ANADARKO,NITROUS OXIDE,.014
1008160,2014,BENNINGTON COMPRESSOR STATION,METHANE,81.07
1008160,2014,BENNINGTON COMPRESSOR STATION,NITROUS OXIDE,0
1008794,2014,GREAT WESTERN OIL & GAS COMPANY - D-J BASIN,METHANE,492.66
1008803,2014,SANDRIDGE 260 EAST TEXAS BASIN,CARBON DIOXIDE,0
1008807,2014,SANDRIDGE 375 SEDGWICK BASIN,NITROUS OXIDE,.087
1008807,2014,SANDRIDGE 375 SEDGWICK BASIN,CARBON DIOXIDE,46620.3
1008826,2014,MAJORSVILLE GAS PLANT,CARBON DIOXIDE,1655.6
1005285,2014,FAYETTEVILLE PUBLIC UTILITIES,CARBON DIOXIDE,0
1005209,2014,SOUTHERN CALIFORNIA GAS CO END USER EMISSIONS (LDC),METHANE,53284.41
1008029,2014,BASIN 360 OIL & GAS PRODUCTION,NITROUS OXIDE,.06
1008653,2014,NICOR GAS HUDSON,NITROUS OXIDE,0
1008446,2014,NICOR GAS LEXINGTON,NITROUS OXIDE,0
1009463,2014,TEXAS GAS TRANSMISSION - CALVERT CITY STATION,NITROUS OXIDE,0
1008673,2014,EXCO RESOURCES (PA)  LLC - BASIN 160A,CARBON DIOXIDE,1788
1005238,2014,ANR PIPELINE GREENVILLE CS,CARBON DIOXIDE,3.6
1008598,2014,DUNCAN OIL PROPERTIES  INC. 360 ANADARKO BASIN,CARBON DIOXIDE,6126.5
1008607,2014,PIONEER NATURAL RESOURCES USA  INC.  PERMIAN,METHANE,7386.41
1008607,2014,PIONEER NATURAL RESOURCES USA  INC.  PERMIAN,NITROUS OXIDE,1.22
1008677,2014,AREA 51 CGP FACILITY,METHANE,766.4
1008679,2014,AREA 61 CGP FACILITY,NITROUS OXIDE,.008
1008172,2014,BP ALASKA  890 - ARCTIC SLOPE BASIN,NITROUS OXIDE,.649
1008528,2014,CHESAPEAKE OPERATING INC.  260 - EAST TEXAS BASIN,CARBON DIOXIDE,5930.5
1005243,2014,ANR PIPELINE PATTERSON CS,METHANE,116.81
1004620,2014,TARGA DOWNSTREAM LLC - LAKE CHARLES LPG FRACTIONATOR,METHANE,.02
1004666,2014,SAN MARTIN GAS PLANT,CARBON DIOXIDE,8.3
1004706,2014,DOMINION HOPE GAS WEST VIRGINIA,CARBON DIOXIDE,114.1
1000054,2014,CITY OF TALLAHASSEE NATURAL GAS UTILITY,METHANE,159.46
1006639,2014,SOUTHWEST GAS - NEVADA,NITROUS OXIDE,0
1007481,2014,CONOCOPHILLIPS' UINTA (575),METHANE,2135.72
1007483,2014,CONOCOPHILLIPS' WIND RIVER (530),METHANE,3175.6
1007487,2014,CONOCOPHILLIPS EAST TEXAS BASIN  AAPG 260,METHANE,3643.96
1004727,2014,TOCA GAS PROCESSING PLANT,NITROUS OXIDE,.002
1001388,2014,ATMOS ENERGY CORPORATION - KANSAS,METHANE,669.32
1001388,2014,ATMOS ENERGY CORPORATION - KANSAS,CARBON DIOXIDE,20.2
1001389,2014,ATMOS ENERGY CORPORATION - KENTUCKY,CARBON DIOXIDE,35.7
1006887,2014,ATMOS ENERGY CORPORATION - TENNESSEE,NITROUS OXIDE,0
1006503,2014,DTE ENERGY MICHCON LDC,METHANE,30550.24
1006503,2014,DTE ENERGY MICHCON LDC,CARBON DIOXIDE,39720.9
1008203,2014,POWDER RIVER BASIN - AAPG PROVINCE 515,METHANE,2550.39
1008264,2014,CENTRAL WESTERN OVERTHRUST - AAPG PROVINCE 507,CARBON DIOXIDE,1305.6
1004906,2014,NORTHERN BORDER PIPELINE CLARK CS#10,CARBON DIOXIDE,1.1
1005008,2014,GAS TRANSMISSION NORTHWEST PIPELINE SANDPOINT CS#4,CARBON DIOXIDE,1.6
1004908,2014,NORTHERN BORDER PIPELINE ESTELLINE CS#11,METHANE,16.41
1004922,2014,NORTHERN BORDER PIPELINE WETONKA CS#9,NITROUS OXIDE,0
1006029,2014,XTO ENERGY INC - PLATFORM C,CARBON DIOXIDE,5250.7
1005705,2014,ALLIANCE PIPELINE - OLIVIA 23-A,CARBON DIOXIDE,0
1008332,2014,ANTELOPE RIDGE GAS PLANT,METHANE,65.75
1008217,2014,ROBERTS RANCH GAS PLANT,METHANE,108.948
1008017,2014,CORDILLERA ENERGY PARTNERS ANADARKO BASIN OPERATIONS,CARBON DIOXIDE,0
1009139,2014,XTO ENERGY INC 455 LAS VEGAS RATON,BIOGENIC CARBON DIOXIDE,0
1009085,2014,NGPL STATION 305  TEXARKANA  AR,METHANE,268.69
1009085,2014,NGPL STATION 305  TEXARKANA  AR,NITROUS OXIDE,0
1005060,2014,ANR PIPELINE MAITLAND CS,NITROUS OXIDE,0
1004929,2014,ANR PIPELINE ALDEN CS,CARBON DIOXIDE,1.7
1004930,2014,ANR PIPELINE ENTERPRISE CS,CARBON DIOXIDE,2.1
1004932,2014,ANR PIPELINE E.G. HILL CS,METHANE,174.86
1004932,2014,ANR PIPELINE E.G. HILL CS,NITROUS OXIDE,0
1001589,2014,CANA GAS PLANT,METHANE,245
1009152,2014,TRANSCO STATION 85,METHANE,79.96
1005018,2014,SOUTH CARLSBAD TURBINE STATION,CARBON DIOXIDE,40826.8
1008279,2014,MAIN PASS 300 B,METHANE,1075.73
1008282,2014,MAIN PASS 42 D L M,NITROUS OXIDE,0
1009276,2014,415 STRAWN BASIN DEC,CARBON DIOXIDE,55099.9
1008292,2014,EMIGRANT TRAIL GAS PLANT,METHANE,38.33
1008942,2014,DENBURY ONSHORE LLC 210 MID-GULF COAST,NITROUS OXIDE,.499
1008942,2014,DENBURY ONSHORE LLC 210 MID-GULF COAST,CARBON DIOXIDE,416541.3
1008617,2014,DENBURY ONSHORE LLC 395 WILLISTON,METHANE,69.34
1009284,2014,340 ARKOMA BASIN QEP ENERGY COMPANY,METHANE,2492.56
1007828,2014,ELK RIVER PUBLIC UTILITY DISTRICT,METHANE,124.75
1008949,2014,GULF COAST BASIN - 220,CARBON DIOXIDE,9.7
1008952,2014,ANADARKO BASIN - 360,NITROUS OXIDE,0
1008956,2014,CHEVRON MCA 360 ANADARKO BASIN,CARBON DIOXIDE,1621.5
1008102,2014,CHEVRON MCA 350 SOUTH OKLAHOMA FOLDED BELT,METHANE,236.66
1008965,2014,BURNELL COMPRESSOR STATION,NITROUS OXIDE,0
1009053,2014,CHEVRON MCA 530 WIND RIVER BASIN,METHANE,628.8
1009091,2014,PROVIDENT CITY COMPRESSOR STATION,CARBON DIOXIDE,72.3
1005550,2014,CHESAPEAKE UTILITIES - DE DIVISION,NITROUS OXIDE,0
1001132,2014,BLOCK 31 GAS PLANT,NITROUS OXIDE,.012
1009106,2014,SLAWSON EXPLORATION - WILLISTON BASIN 395,METHANE,761.76
1008349,2014,DJ RESOURCES INC - DJ BASIN (AAPG BASIN NUMBER 540),METHANE,12.58
1008978,2014,EOG RESOURCES  INC. 425 BEND ARCH,METHANE,1277.92
1008114,2014,EOG RESOURCES  INC. 415 STRAWN BASIN,NITROUS OXIDE,.408
1008407,2014,NEWFIELD.575.UINTA,CARBON DIOXIDE,67335.9
1006755,2014,COLUMBIA GAS TRANSMISSION FRAMETOWN,NITROUS OXIDE,0
1009720,2014,SN OPERATING  LLC 220 GULF COAST BASIN (LA  TX),METHANE,4386.64
1009783,2014,WHITE OAK ENERGY 220 GULF COAST BASIN (LA  TX),CARBON DIOXIDE,37847.7
1009813,2014,BREITBURN OPERATING LP 430 PERMIAN,CARBON DIOXIDE,38390
1009786,2014,PXP BASIN 360,CARBON DIOXIDE,0
1010684,2014,GOODRICH PETROLEUM  BASIN 220 (GULF COAST BASIN),METHANE,255.54
1008744,2014,SARSEN GAS PROCESSING PLANT,NITROUS OXIDE,.002
1008744,2014,SARSEN GAS PROCESSING PLANT,CARBON DIOXIDE,1518
1008051,2014,RANGE RESOURCES - PINE MOUNTAIN  LLC & RANGE RESOURCES - APPALACHIA  LLC - BASIN 160A,NITROUS OXIDE,.02
1009762,2014,LUFF EXPLORATION COMPANY - 395 - WILLISTON BASIN,CARBON DIOXIDE,23558.5
1010673,2014,CCI PARADOX UPSTREAM LLC 585 PARADOX BASIN,METHANE,955.46
1009609,2014,LEGEND NATURAL GAS  LLC 220 GULF COAST BASIN,NITROUS OXIDE,.16
1009609,2014,LEGEND NATURAL GAS  LLC 220 GULF COAST BASIN,CARBON DIOXIDE,84475.5
1009811,2014,BREITBURN OPERATING LP 260 EAST TEXAS,METHANE,1863.07
1010719,2014,MOBILE BAY - 823 A,METHANE,207.42
1010721,2014,APPALACHIAN BASIN (EASTERN OVERTHRUST AREA),METHANE,6328.25
1008052,2014,ELM RIDGE EXPLORATION - SAN JUAN BASIN OIL AND GAS PRODUCTION,NITROUS OXIDE,.931
1009871,2014,W&T ENERGY VI  LLC - VK 823 A (VIRGO),CARBON DIOXIDE,2626.7
1009916,2014,GREEN CANYON 65A,CARBON DIOXIDE,346.9
1010047,2014,TARGA MIDSTREAM SERVICES LLC - NEW HARP COMPRESSOR STATION,NITROUS OXIDE,0
1010235,2014,ATLAS 415/STRAWN BASIN - FORT WORTH,METHANE,1004.3
1010237,2014,ATLAS 420/FORT WORTH SYNCLINE BASIN - JACKSBORO,NITROUS OXIDE,.102
1010768,2014,RAMSEY GAS PLANT,NITROUS OXIDE,.002
1010771,2014,HOPEDALE FRACTIONATION FACILITY,METHANE,1.47
1010772,2014,SENECA GAS PROCESSING PLANT,NITROUS OXIDE,.011
1008062,2014,BELFIELD GAS PLANT,METHANE,12.83
1008062,2014,BELFIELD GAS PLANT,NITROUS OXIDE,.006
1008783,2014,CNX GAS CORPORATION-160A APPALACHIAN BASIN EASTERN OVERTHRUST AREA,NITROUS OXIDE,.625
1010064,2014,MISSISSIPPI CANYON 109 A,CARBON DIOXIDE,104.1
1010032,2014,LANCASTER RANCH COMPRESSOR STATION AND TREATING FACILITY,CARBON DIOXIDE,71.3
1009932,2014,ENERVEST OPERATING  L.L.C. 160A APPALACHIAN BASIN (EASTERN OVERTHRUST AREA),METHANE,10523.12
1009939,2014,GRANT PROCESSING FACILITY-CARDINAL STATES GATHERING,METHANE,262.92
1010914,2014,XTO - HATTIEVILLE COMPRESSOR STATION,METHANE,140.23
1001640,2014,WRENSHALL LNG STORAGE,METHANE,3.9
1009986,2014,APACHE CORP. PERMIAN - CRANE GAS PLANT,NITROUS OXIDE,0
1011127,2014,NORTHERN NATURAL GAS - BROWNFIELD,CARBON DIOXIDE,1.1
1011191,2014,CRI 350 SOK FOLDED BELT,NITROUS OXIDE,.814
1011202,2014,NISOURCE MIDSTREAM-MAJORSVILLE COMPRESSOR STATION,NITROUS OXIDE,0
1008257,2014,ARKLA BASIN - AAPG PROVINCE 230,METHANE,89.56
1010496,2014,TGP STATION 851 NEW ALBANY  MS,CARBON DIOXIDE,6.7
1010993,2014,MAJORSVILLE STATION,CARBON DIOXIDE,1674.4
1007775,2014,COBB DEWPOINT CONTROL PLANT,CARBON DIOXIDE,.3
1010584,2014,WHO DAT PRODUCTION FACILITY (MISSISSIPPI CANYON 547A),NITROUS OXIDE,.336
1011064,2014,RED HILLS GAS PROCESSING PLANT,METHANE,30.01
1011064,2014,RED HILLS GAS PROCESSING PLANT,CARBON DIOXIDE,15415.7
1011115,2014,WEST TEXAS GAS  INC.,METHANE,1624.11
1011115,2014,WEST TEXAS GAS  INC.,NITROUS OXIDE,0
1006168,2014,FAIRWAY GAS PLANT,CARBON DIOXIDE,1831.4
1001719,2014,SAN DIEGO GAS AND ELECTRIC -MORENO STATION,METHANE,92.37
1001719,2014,SAN DIEGO GAS AND ELECTRIC -MORENO STATION,NITROUS OXIDE,0
1007537,2014,HALLEY PLANT / COMPRESSOR STATION,METHANE,386.75
1010333,2014,EPL OIL & GAS  INC. - SP 77 A,NITROUS OXIDE,.001
1010194,2014,BLACK HAWK CENTRAL PRODUCTION FACILITY,METHANE,0
1010194,2014,BLACK HAWK CENTRAL PRODUCTION FACILITY,CARBON DIOXIDE,0
1010583,2014,FARIBAULT COMPRESSOR STATION (FARIBAULT  MN),METHANE,32.92
